id,urlkey,article_title,image_url,image_alt,article_url,bw_ratio
162,"edu,stanford,cs)/people-cs/faculty-research",Faculty by Research | Computer Science,https://www.cs.stanford.edu/sites/g/files/sbiybj28076/files/styles/stanford_circle/public/media/person/clark-barrett1627234161383.jpg.png?itok=Be_VHykH,,https://www.cs.stanford.edu/people-cs/faculty-research,0.2365816326530612
163,"edu,stanford,cs)/people-cs/faculty-research",Faculty by Research | Computer Science,https://www.cs.stanford.edu/sites/g/files/sbiybj28076/files/styles/stanford_circle/public/media/person/mark-horowitz1564676348474.jpg.png?itok=qosfJ0gR,,https://www.cs.stanford.edu/people-cs/faculty-research,0.2356122448979591
164,"edu,stanford,cs)/people-cs/faculty-research",Faculty by Research | Computer Science,https://www.cs.stanford.edu/sites/g/files/sbiybj28076/files/styles/stanford_circle/public/media/person/fredrik-kjoelstad1583972186878.jpg.png?itok=zjzjknKz,,https://www.cs.stanford.edu/people-cs/faculty-research,0.235204081632653
165,"edu,stanford,cs)/people-cs/faculty-research",Faculty by Research | Computer Science,https://www.cs.stanford.edu/sites/g/files/sbiybj28076/files/styles/stanford_circle/public/media/person/christoforos-kozyrakis1509513806188.jpg.png?itok=FqUMXoJM,,https://www.cs.stanford.edu/people-cs/faculty-research,0.235204081632653
166,"edu,stanford,cs)/people-cs/faculty-research",Faculty by Research | Computer Science,https://www.cs.stanford.edu/sites/g/files/sbiybj28076/files/styles/stanford_circle/public/media/person/subhasish-mitra1509543726537.jpg.png?itok=DzYrB1lY,,https://www.cs.stanford.edu/people-cs/faculty-research,0.2383673469387755
167,"edu,stanford,cs)/people-cs/faculty-research",Faculty by Research | Computer Science,https://www.cs.stanford.edu/sites/g/files/sbiybj28076/files/styles/stanford_circle/public/media/person/kunle-olukotun1553893997357.jpg.png?itok=T9HZqYd3,,https://www.cs.stanford.edu/people-cs/faculty-research,0.2365816326530612
168,"edu,stanford,cs)/people-cs/faculty-research",Faculty by Research | Computer Science,https://www.cs.stanford.edu/sites/g/files/sbiybj28076/files/styles/stanford_circle/public/media/person/caroline-trippel1571797389329.jpg.png?itok=t1irL3HZ,,https://www.cs.stanford.edu/people-cs/faculty-research,0.2411224489795918
169,"edu,stanford,cs)/people-cs/faculty-research",Faculty by Research | Computer Science,https://www.cs.stanford.edu/sites/g/files/sbiybj28076/files/styles/stanford_circle/public/media/person/gill-bejerano1628984517681.jpg.png?itok=3SSkrrKo,,https://www.cs.stanford.edu/people-cs/faculty-research,0.2353061224489795
170,"edu,stanford,cs)/people-cs/faculty-research",Faculty by Research | Computer Science,https://www.cs.stanford.edu/sites/g/files/sbiybj28076/files/styles/stanford_circle/public/media/person/jeannette-bohg1581348490243.jpg.png?itok=2hMfAv7T,,https://www.cs.stanford.edu/people-cs/faculty-research,0.2385204081632653
171,"edu,stanford,cs)/people-cs/faculty-research",Faculty by Research | Computer Science,https://www.cs.stanford.edu/sites/g/files/sbiybj28076/files/styles/stanford_circle/public/media/person/emma-brunskill1509503897960.jpg.png?itok=62qZ36ag,,https://www.cs.stanford.edu/people-cs/faculty-research,0.235204081632653
172,"edu,stanford,cs)/people-cs/faculty-research",Faculty by Research | Computer Science,https://www.cs.stanford.edu/sites/g/files/sbiybj28076/files/styles/stanford_circle/public/media/person/ron-dror1520301604203.jpg.png?itok=wOPGSDzD,,https://www.cs.stanford.edu/people-cs/faculty-research,0.3365816326530612
173,"edu,stanford,cs)/people-cs/faculty-research",Faculty by Research | Computer Science,https://www.cs.stanford.edu/sites/g/files/sbiybj28076/files/styles/stanford_circle/public/media/person/stefano-ermon1581810042728.jpg.png?itok=Z0yXVHfx,,https://www.cs.stanford.edu/people-cs/faculty-research,0.3997959183673469
174,"edu,stanford,cs)/people-cs/faculty-research",Faculty by Research | Computer Science,https://www.cs.stanford.edu/sites/g/files/sbiybj28076/files/styles/stanford_circle/public/media/person/ron-fedkiw1509536111047.jpg.png?itok=0rhYo1mE,,https://www.cs.stanford.edu/people-cs/faculty-research,0.2595408163265306
175,"edu,stanford,cs)/people-cs/faculty-research",Faculty by Research | Computer Science,https://www.cs.stanford.edu/sites/g/files/sbiybj28076/files/styles/stanford_circle/public/media/person/chelsea-finn1655521282579.jpg.png?itok=YzU7hZKC,,https://www.cs.stanford.edu/people-cs/faculty-research,0.2363265306122449
176,"edu,stanford,cs)/people-cs/faculty-research",Faculty by Research | Computer Science,https://www.cs.stanford.edu/sites/g/files/sbiybj28076/files/styles/stanford_circle/public/media/person/2486401646854997992.jpg.png?itok=Yd6GDpWp,,https://www.cs.stanford.edu/people-cs/faculty-research,0.2353571428571428
177,"edu,stanford,cs)/people-cs/faculty-research",Faculty by Research | Computer Science,https://www.cs.stanford.edu/sites/g/files/sbiybj28076/files/styles/stanford_circle/public/media/person/michael-genesereth1219536232000.jpg.png?itok=pAF4Dhj7,,https://www.cs.stanford.edu/people-cs/faculty-research,0.235204081632653
178,"edu,stanford,cs)/people-cs/faculty-research",Faculty by Research | Computer Science,https://www.cs.stanford.edu/sites/g/files/sbiybj28076/files/styles/stanford_circle/public/media/person/noah-goodman1509529004826.jpg.png?itok=3wfbB7Mw,,https://www.cs.stanford.edu/people-cs/faculty-research,0.2582653061224489
179,"edu,stanford,cs)/people-cs/faculty-research",Faculty by Research | Computer Science,https://www.cs.stanford.edu/sites/g/files/sbiybj28076/files/styles/stanford_circle/public/media/person/carlos-guestrin1629418111528.jpg.png?itok=ZHsBQZoQ,,https://www.cs.stanford.edu/people-cs/faculty-research,0.3925
180,"edu,stanford,cs)/people-cs/faculty-research",Faculty by Research | Computer Science,https://www.cs.stanford.edu/sites/g/files/sbiybj28076/files/styles/stanford_circle/public/media/person/leonidas-guibas1368774000000.jpg.png?itok=0cH0lukp,,https://www.cs.stanford.edu/people-cs/faculty-research,0.235204081632653
181,"edu,stanford,cs)/people-cs/faculty-research",Faculty by Research | Computer Science,https://www.cs.stanford.edu/sites/g/files/sbiybj28076/files/styles/stanford_circle/public/media/person/tatsunori-hashimoto1599260316136.jpg.png?itok=AVzDt-t5,,https://www.cs.stanford.edu/people-cs/faculty-research,0.2353571428571428
182,"edu,stanford,cs)/people-cs/faculty-research",Faculty by Research | Computer Science,https://www.cs.stanford.edu/sites/g/files/sbiybj28076/files/styles/stanford_circle/public/media/person/oussama-khatib1538927290732.jpg.png?itok=FaowBYFc,,https://www.cs.stanford.edu/people-cs/faculty-research,0.2356122448979591
183,"edu,stanford,cs)/people-cs/faculty-research",Faculty by Research | Computer Science,https://www.cs.stanford.edu/sites/g/files/sbiybj28076/files/styles/stanford_circle/public/media/person/anshul-kundaje1522462032859.jpg.png?itok=nBnQS9Hp,,https://www.cs.stanford.edu/people-cs/faculty-research,0.2506122448979592
184,"edu,stanford,cs)/people-cs/faculty-research",Faculty by Research | Computer Science,https://www.cs.stanford.edu/sites/g/files/sbiybj28076/files/styles/stanford_circle/public/media/person/monica-lam1509517632815.jpg.png?itok=XqpdqRap,,https://www.cs.stanford.edu/people-cs/faculty-research,0.2354591836734693
185,"edu,stanford,cs)/people-cs/faculty-research",Faculty by Research | Computer Science,https://www.cs.stanford.edu/sites/g/files/sbiybj28076/files/styles/stanford_circle/public/media/person/jure-leskovec1311663600000.jpg.png?itok=usTiMEDT,,https://www.cs.stanford.edu/people-cs/faculty-research,0.2375510204081632
186,"edu,stanford,cs)/people-cs/faculty-research",Faculty by Research | Computer Science,https://www.cs.stanford.edu/sites/g/files/sbiybj28076/files/styles/stanford_circle/public/media/person/fei-fei-li1550534393295.jpg.png?itok=VVU-h--1,,https://www.cs.stanford.edu/people-cs/faculty-research,0.2530612244897959
187,"edu,stanford,cs)/people-cs/faculty-research",Faculty by Research | Computer Science,https://www.cs.stanford.edu/sites/g/files/sbiybj28076/files/styles/stanford_circle/public/media/person/percy-liang1583907711544.jpg.png?itok=0Lz0XI7X,,https://www.cs.stanford.edu/people-cs/faculty-research,0.2360714285714285
188,"edu,stanford,cs)/people-cs/faculty-research",Faculty by Research | Computer Science,https://www.cs.stanford.edu/sites/g/files/sbiybj28076/files/styles/stanford_circle/public/media/person/c-karen-liu1566448250851.jpg.png?itok=RindRZkG,,https://www.cs.stanford.edu/people-cs/faculty-research,0.2503061224489796
189,"edu,stanford,cs)/people-cs/faculty-research",Faculty by Research | Computer Science,https://www.cs.stanford.edu/sites/g/files/sbiybj28076/files/styles/stanford_circle/public/media/person/tengyu-ma1593493224026.jpg.png?itok=ycOLWQuq,,https://www.cs.stanford.edu/people-cs/faculty-research,0.2789795918367347
190,"edu,stanford,cs)/people-cs/faculty-research",Faculty by Research | Computer Science,https://www.cs.stanford.edu/sites/g/files/sbiybj28076/files/styles/stanford_circle/public/media/person/chris-manning1509520661198.jpg.png?itok=OqXxHAu5,,https://www.cs.stanford.edu/people-cs/faculty-research,0.2353061224489795
191,"edu,stanford,cs)/people-cs/faculty-research",Faculty by Research | Computer Science,https://www.cs.stanford.edu/sites/g/files/sbiybj28076/files/styles/stanford_circle/public/media/person/azalia-mirhoseini1693794610067.jpg.png?itok=oMIdIox6,,https://www.cs.stanford.edu/people-cs/faculty-research,0.235204081632653
192,"edu,stanford,cs)/people-cs/faculty-research",Faculty by Research | Computer Science,https://www.cs.stanford.edu/sites/g/files/sbiybj28076/files/styles/stanford_circle/public/media/person/christopher-piech1542040517577.jpg.png?itok=xtkcQSWu,,https://www.cs.stanford.edu/people-cs/faculty-research,0.2356632653061224
193,"edu,stanford,cs)/people-cs/faculty-research",Faculty by Research | Computer Science,https://www.cs.stanford.edu/sites/g/files/sbiybj28076/files/styles/stanford_circle/public/media/person/dorsa-sadigh1509500766642.jpg.png?itok=Qf9DUOHu,,https://www.cs.stanford.edu/people-cs/faculty-research,0.2418877551020408
194,"edu,stanford,cs)/people-cs/faculty-research",Faculty by Research | Computer Science,https://www.cs.stanford.edu/sites/g/files/sbiybj28076/files/styles/stanford_circle/public/media/person/ellen-vitercik1659031092776.jpg.png?itok=ztbjTWDs,,https://www.cs.stanford.edu/people-cs/faculty-research,0.2373979591836734
195,"edu,stanford,cs)/people-cs/faculty-research",Faculty by Research | Computer Science,https://www.cs.stanford.edu/sites/g/files/sbiybj28076/files/styles/stanford_circle/public/media/person/jiajun-wu1579541231606.jpg.png?itok=kPIXaR-H,,https://www.cs.stanford.edu/people-cs/faculty-research,0.2491326530612244
196,"edu,stanford,cs)/people-cs/faculty-research",Faculty by Research | Computer Science,https://www.cs.stanford.edu/sites/g/files/sbiybj28076/files/styles/stanford_circle/public/media/person/daniel-yamins1509565007885.jpg.png?itok=ndkhseIN,,https://www.cs.stanford.edu/people-cs/faculty-research,0.235204081632653
197,"edu,stanford,cs)/people-cs/faculty-research",Faculty by Research | Computer Science,https://www.cs.stanford.edu/sites/g/files/sbiybj28076/files/styles/stanford_circle/public/media/person/diyi-yang1533352430623.jpg.png?itok=qG3nDjuJ,,https://www.cs.stanford.edu/people-cs/faculty-research,0.2420408163265306
198,"edu,stanford,cs)/people-cs/faculty-research",Faculty by Research | Computer Science,https://www.cs.stanford.edu/sites/g/files/sbiybj28076/files/styles/stanford_circle/public/media/person/christopher-gregg1517862870400.jpg.png?itok=txqOyYwT,,https://www.cs.stanford.edu/people-cs/faculty-research,0.2361224489795918
199,"edu,stanford,cs)/people-cs/faculty-research",Faculty by Research | Computer Science,https://www.cs.stanford.edu/sites/g/files/sbiybj28076/files/styles/stanford_circle/public/media/person/mehran-sahami1288780468000.jpg.png?itok=KfQDOAvo,,https://www.cs.stanford.edu/people-cs/faculty-research,0.2360714285714285
200,"edu,stanford,cs)/people-cs/faculty-research",Faculty by Research | Computer Science,https://www.cs.stanford.edu/sites/g/files/sbiybj28076/files/styles/stanford_circle/public/media/person/maneesh-agrawala1509564594980.jpg.png?itok=2U4PloS7,,https://www.cs.stanford.edu/people-cs/faculty-research,0.2380102040816326
201,"edu,stanford,cs)/people-cs/faculty-research",Faculty by Research | Computer Science,https://www.cs.stanford.edu/sites/g/files/sbiybj28076/files/styles/stanford_circle/public/media/person/kayvon-fatahalian1688083483676.jpg.png?itok=bPyFW94-,,https://www.cs.stanford.edu/people-cs/faculty-research,0.2372448979591837
202,"edu,stanford,cs)/people-cs/faculty-research",Faculty by Research | Computer Science,https://www.cs.stanford.edu/sites/g/files/sbiybj28076/files/styles/stanford_circle/public/media/person/doug-james1630433858485.jpg.png?itok=yWPkyWGn,,https://www.cs.stanford.edu/people-cs/faculty-research,0.2359183673469387
203,"edu,stanford,cs)/people-cs/faculty-research",Faculty by Research | Computer Science,https://www.cs.stanford.edu/sites/g/files/sbiybj28076/files/styles/stanford_circle/public/media/person/dan-boneh1509499405882.jpg.png?itok=um1eYbOC,,https://www.cs.stanford.edu/people-cs/faculty-research,0.2560204081632653
204,"edu,stanford,cs)/people-cs/faculty-research",Faculty by Research | Computer Science,https://www.cs.stanford.edu/sites/g/files/sbiybj28076/files/styles/stanford_circle/public/media/person/zakir1625450158219.jpg.png?itok=LKJqXZWY,,https://www.cs.stanford.edu/people-cs/faculty-research,0.235204081632653
205,"edu,stanford,cs)/people-cs/faculty-research",Faculty by Research | Computer Science,https://www.cs.stanford.edu/sites/g/files/sbiybj28076/files/styles/stanford_circle/public/media/person/david-mazieres1530135936875.jpg.png?itok=-ZReTUoF,,https://www.cs.stanford.edu/people-cs/faculty-research,0.5928571428571429
206,"edu,stanford,cs)/people-cs/faculty-research",Faculty by Research | Computer Science,https://www.cs.stanford.edu/sites/g/files/sbiybj28076/files/styles/stanford_circle/public/media/person/john-mitchell1577667686227.jpg.png?itok=dDgy2B74,,https://www.cs.stanford.edu/people-cs/faculty-research,0.235204081632653
207,"edu,stanford,cs)/people-cs/faculty-research",Faculty by Research | Computer Science,https://www.cs.stanford.edu/sites/g/files/sbiybj28076/files/styles/stanford_circle/public/media/person/sara-achour1705436816912.jpg.png?itok=udhwc_VU,,https://www.cs.stanford.edu/people-cs/faculty-research,0.2357142857142857
208,"edu,stanford,cs)/people-cs/faculty-research",Faculty by Research | Computer Science,https://www.cs.stanford.edu/sites/g/files/sbiybj28076/files/styles/stanford_circle/public/media/person/alex-aiken1368774000000.jpg.png?itok=LEWwEDJw,,https://www.cs.stanford.edu/people-cs/faculty-research,0.2353571428571428
209,"edu,stanford,cs)/people-cs/faculty-research",Faculty by Research | Computer Science,https://www.cs.stanford.edu/sites/g/files/sbiybj28076/files/styles/stanford_circle/public/media/person/dawson-engler1509503157359.jpg.png?itok=R3Wd6Z8y,,https://www.cs.stanford.edu/people-cs/faculty-research,0.2401530612244898
210,"edu,stanford,cs)/people-cs/faculty-research",Faculty by Research | Computer Science,https://www.cs.stanford.edu/sites/g/files/sbiybj28076/files/styles/stanford_circle/public/media/person/john-hennessy1509505859046.jpg.png?itok=1gfNw3eZ,,https://www.cs.stanford.edu/people-cs/faculty-research,0.2391836734693877
211,"edu,stanford,cs)/people-cs/faculty-research",Faculty by Research | Computer Science,https://www.cs.stanford.edu/sites/g/files/sbiybj28076/files/styles/stanford_circle/public/media/person/philip-levis1509533314154.jpg.png?itok=KGiU682C,,https://www.cs.stanford.edu/people-cs/faculty-research,0.2497959183673469
212,"edu,stanford,cs)/people-cs/faculty-research",Faculty by Research | Computer Science,https://www.cs.stanford.edu/sites/g/files/sbiybj28076/files/styles/stanford_circle/public/media/person/john-ousterhout1509531987289.jpg.png?itok=wSNSULbs,,https://www.cs.stanford.edu/people-cs/faculty-research,0.2353571428571428
213,"edu,stanford,cs)/people-cs/faculty-research",Faculty by Research | Computer Science,https://www.cs.stanford.edu/sites/g/files/sbiybj28076/files/styles/stanford_circle/public/media/person/balaji-prabhakar1219474800000.jpg.png?itok=9BLHo_yl,,https://www.cs.stanford.edu/people-cs/faculty-research,0.2418877551020408
214,"edu,stanford,cs)/people-cs/faculty-research",Faculty by Research | Computer Science,https://www.cs.stanford.edu/sites/g/files/sbiybj28076/files/styles/stanford_circle/public/media/person/mendel-rosenblum1509522114120.jpg.png?itok=YP2cJ7Td,,https://www.cs.stanford.edu/people-cs/faculty-research,0.2382653061224489
215,"edu,stanford,cs)/people-cs/faculty-research",Faculty by Research | Computer Science,https://www.cs.stanford.edu/sites/g/files/sbiybj28076/files/styles/stanford_circle/public/media/person/keith-winstein1593999079309.jpg.png?itok=3d_gEbUf,,https://www.cs.stanford.edu/people-cs/faculty-research,0.3872448979591836
216,"edu,stanford,cs)/people-cs/faculty-research",Faculty by Research | Computer Science,https://www.cs.stanford.edu/sites/g/files/sbiybj28076/files/styles/stanford_circle/public/media/person/michael-bernstein1654053828690.jpg.png?itok=b3MWMovJ,,https://www.cs.stanford.edu/people-cs/faculty-research,0.2426530612244898
217,"edu,stanford,cs)/people-cs/faculty-research",Faculty by Research | Computer Science,https://www.cs.stanford.edu/sites/g/files/sbiybj28076/files/styles/stanford_circle/public/media/person/james-landay1550864054869.jpg.png?itok=q9NWoo28,,https://www.cs.stanford.edu/people-cs/faculty-research,0.2364285714285714
218,"edu,stanford,cs)/people-cs/faculty-research",Faculty by Research | Computer Science,https://www.cs.stanford.edu/sites/g/files/sbiybj28076/files/styles/stanford_circle/public/media/image/jurafskyjuly22_0.jpeg.png?itok=aH6zerxm,,https://www.cs.stanford.edu/people-cs/faculty-research,0.2353571428571428
219,"edu,stanford,cs)/people-cs/faculty-research",Faculty by Research | Computer Science,https://www.cs.stanford.edu/sites/g/files/sbiybj28076/files/styles/stanford_circle/public/media/person/anari1664428972772.jpg.png?itok=qcvmuqjT,,https://www.cs.stanford.edu/people-cs/faculty-research,0.5426020408163266
220,"edu,stanford,cs)/people-cs/faculty-research",Faculty by Research | Computer Science,https://www.cs.stanford.edu/sites/g/files/sbiybj28076/files/styles/stanford_circle/public/media/person/adam-bouland1606332229851.jpg.png?itok=5wcdnTZE,,https://www.cs.stanford.edu/people-cs/faculty-research,0.24
221,"edu,stanford,cs)/people-cs/faculty-research",Faculty by Research | Computer Science,https://www.cs.stanford.edu/sites/g/files/sbiybj28076/files/styles/stanford_circle/public/media/person/moses-charikar1531127453978.jpg.png?itok=jpLUgQcO,,https://www.cs.stanford.edu/people-cs/faculty-research,0.4072448979591836
222,"edu,stanford,cs)/people-cs/faculty-research",Faculty by Research | Computer Science,https://www.cs.stanford.edu/sites/g/files/sbiybj28076/files/styles/stanford_circle/public/media/person/omer-reingold1416420007000.jpg.png?itok=r05nnfo-,,https://www.cs.stanford.edu/people-cs/faculty-research,0.235204081632653
223,"edu,stanford,cs)/people-cs/faculty-research",Faculty by Research | Computer Science,https://www.cs.stanford.edu/sites/g/files/sbiybj28076/files/styles/stanford_circle/public/media/person/aaron-sidford1539798458862.jpg.png?itok=Mw-2C3RG,,https://www.cs.stanford.edu/people-cs/faculty-research,0.2559183673469388
224,"edu,stanford,cs)/people-cs/faculty-research",Faculty by Research | Computer Science,https://www.cs.stanford.edu/sites/g/files/sbiybj28076/files/styles/stanford_circle/public/media/person/gregory-valiant1509504690906.jpg.png?itok=66vX-RL2,,https://www.cs.stanford.edu/people-cs/faculty-research,0.2380102040816326
225,"edu,stanford,cs)/people-cs/faculty-research",Faculty by Research | Computer Science,https://www.cs.stanford.edu/sites/g/files/sbiybj28076/files/styles/stanford_circle/public/media/person/mary-wootters1509524805920.jpg.png?itok=K4inB3_4,,https://www.cs.stanford.edu/people-cs/faculty-research,0.2670918367346939
226,"edu,stanford,cs)/people/administrative-staff",Administrative Staff | Computer Science,https://www.cs.stanford.edu/sites/g/files/sbiybj28076/files/styles/stanford_circle/public/media/person/andrea-brand-sanchez1509496362511.jpg.png?itok=G3YkfiUJ,,https://www.cs.stanford.edu/people/administrative-staff,0.5379591836734694
227,"edu,stanford,cs)/people/administrative-staff",Administrative Staff | Computer Science,https://www.cs.stanford.edu/sites/g/files/sbiybj28076/files/styles/stanford_circle/public/media/person/aimee-garza1714770148566.jpg.png?itok=kZxHally,,https://www.cs.stanford.edu/people/administrative-staff,0.2693367346938775
228,"edu,stanford,cs)/people/administrative-staff",Administrative Staff | Computer Science,https://www.cs.stanford.edu/sites/g/files/sbiybj28076/files/styles/stanford_circle/public/media/person/2647841691468636619.jpg.png?itok=8Jg5hDeF,,https://www.cs.stanford.edu/people/administrative-staff,0.2358163265306122
229,"edu,stanford,cs)/people/administrative-staff",Administrative Staff | Computer Science,https://www.cs.stanford.edu/sites/g/files/sbiybj28076/files/styles/stanford_circle/public/media/person/1994691681418792638.jpg.png?itok=sl_IfJS5,,https://www.cs.stanford.edu/people/administrative-staff,0.2433163265306122
230,"edu,stanford,cs)/people/administrative-staff",Administrative Staff | Computer Science,https://www.cs.stanford.edu/sites/g/files/sbiybj28076/files/styles/stanford_circle/public/media/person/carrie-petersen1545333416158.jpg.png?itok=EPJh6I8k,,https://www.cs.stanford.edu/people/administrative-staff,0.2368367346938775
231,"edu,stanford,cs)/people/administrative-staff",Administrative Staff | Computer Science,https://www.cs.stanford.edu/sites/g/files/sbiybj28076/files/styles/stanford_circle/public/media/person/alexsandra-pinedo1531500275418.jpg.png?itok=veHQ4quw,,https://www.cs.stanford.edu/people/administrative-staff,0.2356122448979591
232,"edu,stanford,cs)/people/administrative-staff",Administrative Staff | Computer Science,https://www.cs.stanford.edu/sites/g/files/sbiybj28076/files/styles/stanford_circle/public/media/image/img_9175.jpg.png?itok=RQvzRNQU,,https://www.cs.stanford.edu/people/administrative-staff,0.2364795918367347
233,"edu,stanford,cs)/people/administrative-staff",Administrative Staff | Computer Science,https://www.cs.stanford.edu/sites/g/files/sbiybj28076/files/styles/stanford_circle/public/media/person/eiko-rutherford1655238073779.jpg.png?itok=j3OwYLpU,,https://www.cs.stanford.edu/people/administrative-staff,0.2364795918367347
234,"edu,stanford,cs)/people/administrative-staff",Administrative Staff | Computer Science,https://www.cs.stanford.edu/sites/g/files/sbiybj28076/files/styles/stanford_circle/public/media/person/bettinasantos1658511949725.jpg.png?itok=RKViBlEQ,,https://www.cs.stanford.edu/people/administrative-staff,0.2356122448979591
235,"edu,stanford,cs)/people/administrative-staff",Administrative Staff | Computer Science,https://www.cs.stanford.edu/sites/g/files/sbiybj28076/files/styles/stanford_circle/public/media/person/angelica-teaupa1697737214049.jpg.png?itok=G0rcq8Hj,,https://www.cs.stanford.edu/people/administrative-staff,0.2381122448979591
236,"edu,stanford,cs)/people/aina-niemetz",Aina Niemetz | Computer Science,https://www.cs.stanford.edu/sites/g/files/sbiybj28076/files/styles/medium_square/public/media/image/stanford-person-default-profile-image.png?h=55541bb6&itok=mCnyZGJH,,https://www.cs.stanford.edu/people/aina-niemetz,0.1924793388429752
237,"edu,stanford,cs)/people/anshul-kundaje",Anshul Kundaje | Computer Science,https://www.cs.stanford.edu/sites/g/files/sbiybj28076/files/styles/medium_square/public/media/person/anshul-kundaje1522462032859.jpg?h=4777780e&itok=EFxYSROF,,https://www.cs.stanford.edu/people/anshul-kundaje,0.0193595041322314
238,"edu,stanford,cs)/people/bruno-robeiro",Bruno Ribeiro | Computer Science,https://www.cs.stanford.edu/sites/g/files/sbiybj28076/files/styles/medium_square/public/media/image/bruno-felisberto-martins-ribeiro_profilephoto_0.jpg?h=b4e301e9&itok=89yZZMnv,,https://www.cs.stanford.edu/people/bruno-robeiro,0.0159504132231404
239,"edu,stanford,cs)/people/caroline-trippel",Caroline Trippel | Computer Science,https://www.cs.stanford.edu/sites/g/files/sbiybj28076/files/styles/medium_square/public/media/person/caroline-trippel1571797389329.jpg?h=5020866a&itok=JjJ70E5N,,https://www.cs.stanford.edu/people/caroline-trippel,0.007396694214876
240,"edu,stanford,cs)/people/chrismre?utm_medium=rss&utm_source=rss",Homepage of Christopher Re (Chris Re),https://cs.stanford.edu/people/chrismre/img/chrismre_headshot_lowres.jpg,,https://cs.stanford.edu/people/chrismre/?utm_source=rss&utm_medium=rss,0.0095608185634643
241,"edu,stanford,cs)/people/chrismre?utm_medium=rss&utm_source=rss",Homepage of Christopher Re (Chris Re),https://cs.stanford.edu/people/chrismre/img/arrow_down.png,,https://cs.stanford.edu/people/chrismre/?utm_source=rss&utm_medium=rss,0.07275390625
242,"edu,stanford,cs)/people/chrismre?utm_medium=rss&utm_source=rss",Homepage of Christopher Re (Chris Re),https://cs.stanford.edu/people/chrismre/img/arrow_up.png,,https://cs.stanford.edu/people/chrismre/?utm_source=rss&utm_medium=rss,0.0732421875
243,"edu,stanford,cs)/people/christina-wodtke",Christina R Wodtke | Computer Science,https://www.cs.stanford.edu/sites/g/files/sbiybj28076/files/styles/medium_square/public/media/person/christina-wodtke1541527622354.jpg?h=817339f0&itok=8B6Wphac,,https://www.cs.stanford.edu/people/christina-wodtke,0.0131611570247933
244,"edu,stanford,cs)/people/christos-kozyrakis",Christoforos Kozyrakis | Computer Science,https://www.cs.stanford.edu/sites/g/files/sbiybj28076/files/styles/medium_square/public/media/person/christoforos-kozyrakis1509513806188.jpg?h=3949ef3f&itok=BivtY7Vh,,https://www.cs.stanford.edu/people/christos-kozyrakis,2.066115702479339e-05
245,"edu,stanford,cs)/people/clark-barrett",Clark Barrett | Computer Science,https://www.cs.stanford.edu/sites/g/files/sbiybj28076/files/styles/medium_square/public/media/person/clark-barrett1627234161383.jpg?h=4d181347&itok=CMBwMvEG,,https://www.cs.stanford.edu/people/clark-barrett,0.0105165289256198
246,"edu,stanford,cs)/people/conti/delta2.html",Delta Haptic Device,https://cs.stanford.edu/people/conti/images/title.gif,,https://cs.stanford.edu/people/conti/delta2.html,1.0
247,"edu,stanford,cs)/people/conti/delta2.html",Delta Haptic Device,https://cs.stanford.edu/people/conti/images/tsai0.gif,,https://cs.stanford.edu/people/conti/delta2.html,1.0
248,"edu,stanford,cs)/people/conti/delta2.html",Delta Haptic Device,https://cs.stanford.edu/people/conti/images/tchai3d0.gif,,https://cs.stanford.edu/people/conti/delta2.html,1.0
249,"edu,stanford,cs)/people/conti/delta2.html",Delta Haptic Device,https://cs.stanford.edu/people/conti/images/tgel0.gif,,https://cs.stanford.edu/people/conti/delta2.html,1.0
250,"edu,stanford,cs)/people/conti/delta2.html",Delta Haptic Device,https://cs.stanford.edu/people/conti/images/tdelta2.gif,,https://cs.stanford.edu/people/conti/delta2.html,0.9207142857142856
251,"edu,stanford,cs)/people/conti/delta2.html",Delta Haptic Device,https://cs.stanford.edu/people/conti/images/tomega0.gif,,https://cs.stanford.edu/people/conti/delta2.html,1.0
252,"edu,stanford,cs)/people/conti/delta2.html",Delta Haptic Device,https://cs.stanford.edu/people/conti/images/tfalcon0.gif,,https://cs.stanford.edu/people/conti/delta2.html,1.0
253,"edu,stanford,cs)/people/conti/delta2.html",Delta Haptic Device,https://cs.stanford.edu/people/conti/images/tsensei0.gif,,https://cs.stanford.edu/people/conti/delta2.html,1.0
254,"edu,stanford,cs)/people/conti/delta2.html",Delta Haptic Device,https://cs.stanford.edu/people/conti/images/tworkspace0.gif,,https://cs.stanford.edu/people/conti/delta2.html,1.0
255,"edu,stanford,cs)/people/conti/delta2.html",Delta Haptic Device,https://cs.stanford.edu/people/conti/images/thybrid0.gif,,https://cs.stanford.edu/people/conti/delta2.html,1.0
256,"edu,stanford,cs)/people/conti/delta2.html",Delta Haptic Device,https://cs.stanford.edu/people/conti/images/tsounds0.gif,,https://cs.stanford.edu/people/conti/delta2.html,1.0
257,"edu,stanford,cs)/people/conti/delta2.html",Delta Haptic Device,https://cs.stanford.edu/people/conti/images/thaptics0.gif,,https://cs.stanford.edu/people/conti/delta2.html,1.0
258,"edu,stanford,cs)/people/conti/delta2.html",Delta Haptic Device,https://cs.stanford.edu/people/conti/images/tspacecat0.gif,,https://cs.stanford.edu/people/conti/delta2.html,1.0
259,"edu,stanford,cs)/people/conti/delta2.html",Delta Haptic Device,https://cs.stanford.edu/people/conti/images/tsteam0.gif,,https://cs.stanford.edu/people/conti/delta2.html,1.0
